time	sig 0	sig 1
 28.416	 -0.170	  0.245
 28.420	 -0.180	  0.215
 28.424	 -0.215	  0.235
 28.428	 -0.240	  0.240
 28.432	 -0.245	  0.225
 28.436	 -0.235	  0.235
 28.440	 -0.240	  0.250
 28.444	 -0.250	  0.240
 28.448	 -0.255	  0.215
 28.452	 -0.275	  0.225
 28.456	 -0.285	  0.190
 28.460	 -0.305	  0.210
 28.464	 -0.295	  0.180
 28.468	 -0.300	  0.215
 28.472	 -0.295	  0.180
 28.476	 -0.300	  0.185
 28.480	 -0.285	  0.180
 28.484	 -0.285	  0.210
 28.488	 -0.285	  0.185
 28.492	 -0.295	  0.195
 28.496	 -0.295	  0.155
 28.500	 -0.325	  0.150
 28.504	 -0.320	  0.125
 28.508	 -0.325	  0.120
 28.512	 -0.350	  0.090
 28.516	 -0.320	  0.100
 28.520	 -0.320	  0.095
 28.524	 -0.345	  0.085
 28.528	 -0.340	  0.115
 28.532	 -0.335	  0.090
 28.536	 -0.335	  0.090
 28.540	 -0.335	  0.105
 28.544	 -0.335	  0.065
 28.548	 -0.360	  0.080
 28.552	 -0.355	  0.085
 28.556	 -0.375	  0.090
 28.560	 -0.365	  0.070
 28.564	 -0.395	  0.075
 28.568	 -0.380	  0.070
 28.572	 -0.375	  0.030
 28.576	 -0.370	  0.040
 28.580	 -0.360	  0.040
 28.584	 -0.370	  0.030
 28.588	 -0.360	  0.050
 28.592	 -0.365	  0.055
 28.596	 -0.340	  0.045
 28.600	 -0.330	  0.060
 28.604	 -0.320	  0.065
 28.608	 -0.315	  0.070
 28.612	 -0.305	  0.060
 28.616	 -0.295	  0.025
 28.620	 -0.310	  0.030
 28.624	 -0.315	  0.065
 28.628	 -0.320	  0.075
 28.632	 -0.350	  0.070
 28.636	 -0.375	  0.070
 28.640	 -0.375	  0.070
 28.644	 -0.380	  0.055
 28.648	 -0.395	  0.070
 28.652	 -0.375	  0.070
 28.656	 -0.395	  0.050
 28.660	 -0.380	  0.045
 28.664	 -0.370	  0.025
 28.668	 -0.370	  0.015
 28.672	 -0.335	  0.015
 28.676	 -0.325	  0.030
 28.680	 -0.340	  0.015
 28.684	 -0.325	  0.015
 28.688	 -0.250	  0.065
 28.692	 -0.180	  0.080
 28.696	 -0.100	  0.090
 28.700	  0.040	  0.115
 28.704	  0.250	  0.165
 28.708	  0.520	  0.195
 28.712	  0.675	  0.150
 28.716	  0.800	  0.070
 28.720	  0.760	 -0.040
 28.724	  0.315	 -0.300
 28.728	 -0.485	 -0.675
 28.732	 -1.175	 -1.050
 28.736	 -1.540	 -1.385
 28.740	 -1.620	 -1.650
 28.744	 -1.560	 -1.840
 28.748	 -1.400	 -1.970
 28.752	 -1.135	 -1.950
 28.756	 -0.875	 -1.765
 28.760	 -0.710	 -1.475
 28.764	 -0.585	 -1.170
 28.768	 -0.550	 -0.870
 28.772	 -0.520	 -0.585
 28.776	 -0.505	 -0.375
 28.780	 -0.460	 -0.210
 28.784	 -0.470	 -0.120
 28.788	 -0.460	 -0.070
 28.792	 -0.455	 -0.060
 28.796	 -0.440	 -0.050
 28.800	 -0.425	 -0.035
 28.804	 -0.445	  0.005
 28.808	 -0.435	  0.025
 28.812	 -0.440	  0.020
 28.816	 -0.440	  0.030
 28.820	 -0.415	  0.040
 28.824	 -0.400	  0.040
 28.828	 -0.410	  0.055
 28.832	 -0.440	  0.085
 28.836	 -0.450	  0.075
 28.840	 -0.455	  0.100
 28.844	 -0.485	  0.070
 28.848	 -0.465	  0.030
 28.852	 -0.485	  0.055
 28.856	 -0.525	  0.050
 28.860	 -0.560	  0.065
 28.864	 -0.570	  0.070
 28.868	 -0.570	  0.095
 28.872	 -0.560	  0.065
 28.876	 -0.565	  0.055
 28.880	 -0.535	  0.055
 28.884	 -0.505	  0.035
 28.888	 -0.485	  0.020
 28.892	 -0.475	  0.045
 28.896	 -0.485	  0.070
 28.900	 -0.470	  0.065
 28.904	 -0.440	  0.090
 28.908	 -0.420	  0.085
 28.912	 -0.400	  0.060
 28.916	 -0.410	  0.060
 28.920	 -0.425	  0.050
 28.924	 -0.390	  0.070
 28.928	 -0.385	  0.030
 28.932	 -0.350	  0.030
 28.936	 -0.365	  0.020
 28.940	 -0.345	  0.010
 28.944	 -0.350	  0.025
 28.948	 -0.335	  0.050
 28.952	 -0.315	  0.015
 28.956	 -0.315	  0.005
 28.960	 -0.305	 -0.010
 28.964	 -0.280	  0.000
 28.968	 -0.255	  0.000
 28.972	 -0.215	 -0.015
 28.976	 -0.180	 -0.010
 28.980	 -0.170	 -0.005
 28.984	 -0.140	 -0.010
 28.988	 -0.120	  0.000
 28.992	 -0.090	  0.000
 28.996	 -0.045	  0.010
 29.000	 -0.015	  0.025
 29.004	  0.025	  0.015
 29.008	  0.035	  0.055
 29.012	  0.080	  0.025
 29.016	  0.140	  0.045
 29.020	  0.110	  0.065
 29.024	  0.135	  0.080
 29.028	  0.140	  0.100
 29.032	  0.155	  0.110
 29.036	  0.165	  0.120
 29.040	  0.150	  0.160
 29.044	  0.180	  0.180
 29.048	  0.160	  0.215
 29.052	  0.100	  0.230
 29.056	  0.065	  0.210
 29.060	  0.010	  0.225
 29.064	 -0.035	  0.225
 29.068	 -0.095	  0.245
 29.072	 -0.140	  0.255
 29.076	 -0.180	  0.215
 29.080	 -0.230	  0.210
 29.084	 -0.290	  0.195
 29.088	 -0.300	  0.210
 29.092	 -0.315	  0.200
 29.096	 -0.330	  0.180
 29.100	 -0.345	  0.170
 29.104	 -0.310	  0.170
 29.108	 -0.315	  0.190
 29.112	 -0.340	  0.215
 29.116	 -0.330	  0.190
 29.120	 -0.325	  0.170
 29.124	 -0.330	  0.195
 29.128	 -0.375	  0.190
 29.132	 -0.395	  0.150
 29.136	 -0.415	  0.155
 29.140	 -0.445	  0.135
 29.144	 -0.450	  0.125
 29.148	 -0.445	  0.085
 29.152	 -0.435	  0.070
 29.156	 -0.440	  0.035
 29.160	 -0.425	  0.005
 29.164	 -0.435	  0.005
 29.168	 -0.445	  0.000
 29.172	 -0.440	  0.020
 29.176	 -0.475	  0.020
 29.180	 -0.480	  0.005
 29.184	 -0.435	 -0.030
 29.188	 -0.420	  0.000
 29.192	 -0.345	  0.005
 29.196	 -0.145	  0.015
 29.200	  0.100	 -0.040
 29.204	  0.310	 -0.140
 29.208	  0.520	 -0.190
 29.212	  0.630	 -0.365
 29.216	  0.350	 -0.755
 29.220	 -0.465	 -1.265
 29.224	 -1.265	 -1.725
 29.228	 -1.800	 -2.110
 29.232	 -1.905	 -2.330
 29.236	 -1.680	 -2.465
 29.240	 -1.305	 -2.500
 29.244	 -0.940	 -2.445
 29.248	 -0.690	 -2.165
 29.252	 -0.545	 -1.700
 29.256	 -0.485	 -1.180
 29.260	 -0.445	 -0.775
 29.264	 -0.465	 -0.460
 29.268	 -0.470	 -0.210
 29.272	 -0.455	 -0.070
 29.276	 -0.470	 -0.015
 29.280	 -0.480	 -0.025
 29.284	 -0.455	  0.005
 29.288	 -0.445	  0.000
 29.292	 -0.455	  0.005
 29.296	 -0.440	  0.020
 29.300	 -0.440	  0.035
 29.304	 -0.455	  0.020
 29.308	 -0.470	  0.045
 29.312	 -0.450	  0.055
 29.316	 -0.470	  0.080
 29.320	 -0.480	  0.075
 29.324	 -0.470	  0.060
 29.328	 -0.450	  0.065
 29.332	 -0.460	  0.070
 29.336	 -0.465	  0.070
 29.340	 -0.475	  0.075
 29.344	 -0.520	  0.070
 29.348	 -0.535	  0.060
 29.352	 -0.595	  0.050
 29.356	 -0.625	  0.030
 29.360	 -0.650	  0.005
 29.364	 -0.675	 -0.015
 29.368	 -0.700	 -0.020
 29.372	 -0.700	 -0.025
 29.376	 -0.715	 -0.020
 29.380	 -0.715	 -0.030
 29.384	 -0.750	 -0.035
 29.388	 -0.785	 -0.035
 29.392	 -0.830	 -0.045
 29.396	 -0.860	 -0.035
 29.400	 -0.880	 -0.030
 29.404	 -0.915	 -0.080
 29.408	 -0.965	 -0.075
 29.412	 -0.970	 -0.075
 29.416	 -0.990	 -0.105
 29.420	 -1.005	 -0.125
 29.424	 -1.015	 -0.105
 29.428	 -1.015	 -0.120
 29.432	 -1.045	 -0.105
 29.436	 -1.050	 -0.110
 29.440	 -1.070	 -0.120
 29.444	 -1.085	 -0.110
 29.448	 -1.110	 -0.110
 29.452	 -1.115	 -0.100
 29.456	 -1.120	 -0.110
 29.460	 -1.130	 -0.140
 29.464	 -1.110	 -0.110
 29.468	 -1.070	 -0.105
 29.472	 -1.030	 -0.110
 29.476	 -0.970	 -0.120
 29.480	 -0.925	 -0.115
 29.484	 -0.875	 -0.095
 29.488	 -0.830	 -0.060
 29.492	 -0.780	 -0.010
 29.496	 -0.720	 -0.010
 29.500	 -0.660	  0.030
 29.504	 -0.585	  0.025
 29.508	 -0.525	  0.035
 29.512	 -0.385	  0.035
 29.516	 -0.270	  0.075
 29.520	 -0.175	  0.090
 29.524	 -0.005	  0.120
 29.528	  0.220	  0.160
 29.532	  0.475	  0.115
 29.536	  0.735	 -0.055
 29.540	  0.915	 -0.115
 29.544	  0.680	 -0.255
 29.548	 -0.155	 -0.565
 29.552	 -0.995	 -1.040
 29.556	 -1.310	 -1.525
 29.560	 -1.305	 -1.920
 29.564	 -1.180	 -2.185
 29.568	 -0.970	 -2.380
 29.572	 -0.750	 -2.310
 29.576	 -0.600	 -1.935
 29.580	 -0.535	 -1.415
 29.584	 -0.500	 -0.930
 29.588	 -0.440	 -0.550
 29.592	 -0.415	 -0.335
 29.596	 -0.420	 -0.165
 29.600	 -0.405	 -0.050
 29.604	 -0.410	 -0.040
 29.608	 -0.385	 -0.015
 29.612	 -0.380	 -0.005
 29.616	 -0.360	  0.000
 29.620	 -0.405	  0.010
 29.624	 -0.430	  0.000
 29.628	 -0.410	  0.050
 29.632	 -0.405	  0.050
 29.636	 -0.405	  0.050
 29.640	 -0.415	  0.035
 29.644	 -0.415	  0.050
 29.648	 -0.410	  0.055
 29.652	 -0.400	  0.065
 29.656	 -0.410	  0.100
 29.660	 -0.430	  0.080
 29.664	 -0.435	  0.115
 29.668	 -0.450	  0.095
 29.672	 -0.470	  0.095
 29.676	 -0.495	  0.085
 29.680	 -0.495	  0.080
 29.684	 -0.510	  0.065
 29.688	 -0.515	  0.065
 29.692	 -0.520	  0.050
 29.696	 -0.520	  0.050
 29.700	 -0.555	  0.060
 29.704	 -0.590	  0.060
 29.708	 -0.595	  0.060
 29.712	 -0.640	  0.045
 29.716	 -0.675	  0.050
 29.720	 -0.700	  0.045
 29.724	 -0.715	  0.055
 29.728	 -0.745	  0.030
 29.732	 -0.715	  0.050
 29.736	 -0.710	  0.015
 29.740	 -0.660	  0.025
 29.744	 -0.675	  0.035
 29.748	 -0.655	  0.050
 29.752	 -0.635	  0.050
 29.756	 -0.615	  0.055
 29.760	 -0.595	  0.055
 29.764	 -0.590	  0.090
 29.768	 -0.595	  0.120
 29.772	 -0.560	  0.140
 29.776	 -0.540	  0.160
 29.780	 -0.495	  0.155
 29.784	 -0.455	  0.155
 29.788	 -0.435	  0.145
 29.792	 -0.385	  0.135
 29.796	 -0.375	  0.145
 29.800	 -0.340	  0.155
 29.804	 -0.320	  0.140
 29.808	 -0.320	  0.155
 29.812	 -0.305	  0.140
 29.816	 -0.300	  0.125
 29.820	 -0.305	  0.130
 29.824	 -0.285	  0.130
 29.828	 -0.305	  0.135
 29.832	 -0.300	  0.125
 29.836	 -0.310	  0.090
 29.840	 -0.315	  0.075
 29.844	 -0.340	  0.100
 29.848	 -0.380	  0.090
 29.852	 -0.405	  0.085
 29.856	 -0.405	  0.080
 29.860	 -0.430	  0.040
 29.864	 -0.440	  0.010
 29.868	 -0.440	 -0.010
 29.872	 -0.435	  0.005
 29.876	 -0.440	 -0.010
 29.880	 -0.470	 -0.010
 29.884	 -0.475	 -0.040
 29.888	 -0.470	 -0.030
 29.892	 -0.500	 -0.045
 29.896	 -0.505	 -0.055
 29.900	 -0.490	 -0.030
 29.904	 -0.510	 -0.080
 29.908	 -0.520	 -0.060
 29.912	 -0.515	 -0.055
 29.916	 -0.525	 -0.075
 29.920	 -0.540	 -0.070
 29.924	 -0.550	 -0.080
 29.928	 -0.550	 -0.110
 29.932	 -0.590	 -0.115
 29.936	 -0.605	 -0.100
 29.940	 -0.610	 -0.120
 29.944	 -0.600	 -0.125
 29.948	 -0.600	 -0.115
 29.952	 -0.560	 -0.115
 29.956	 -0.550	 -0.125
 29.960	 -0.540	 -0.095
 29.964	 -0.520	 -0.105
 29.968	 -0.490	 -0.085
 29.972	 -0.450	 -0.080
 29.976	 -0.385	 -0.065
 29.980	 -0.255	 -0.045
 29.984	 -0.065	  0.010
 29.988	  0.215	 -0.010
 29.992	  0.440	 -0.105
 29.996	  0.625	 -0.175
 30.000	  0.680	 -0.280
 30.004	  0.335	 -0.570
 30.008	 -0.440	 -1.020
 30.012	 -1.180	 -1.405
 30.016	 -1.575	 -1.750
 30.020	 -1.680	 -2.000
 30.024	 -1.570	 -2.240
 30.028	 -1.380	 -2.400
 30.032	 -1.100	 -2.340
 30.036	 -0.865	 -2.095
 30.040	 -0.710	 -1.700
 30.044	 -0.600	 -1.260
 30.048	 -0.565	 -0.880
 30.052	 -0.515	 -0.580
 30.056	 -0.495	 -0.340
 30.060	 -0.485	 -0.175
 30.064	 -0.490	 -0.120
 30.068	 -0.490	 -0.080
 30.072	 -0.490	 -0.060
 30.076	 -0.500	 -0.050
 30.080	 -0.515	 -0.040
 30.084	 -0.500	 -0.035
 30.088	 -0.510	 -0.040
 30.092	 -0.515	 -0.035
 30.096	 -0.500	 -0.020
 30.100	 -0.495	 -0.010
 30.104	 -0.510	 -0.040
 30.108	 -0.520	 -0.015
 30.112	 -0.510	 -0.015
 30.116	 -0.520	 -0.010
 30.120	 -0.555	  0.000
 30.124	 -0.580	 -0.010
 30.128	 -0.590	  0.010
 30.132	 -0.600	  0.020
 30.136	 -0.625	 -0.010
 30.140	 -0.625	  0.010
 30.144	 -0.625	  0.015
 30.148	 -0.650	  0.000
 30.152	 -0.665	  0.020
 30.156	 -0.710	  0.020
 30.160	 -0.740	  0.010
 30.164	 -0.760	  0.015
 30.168	 -0.800	 -0.030
 30.172	 -0.805	 -0.040
 30.176	 -0.835	 -0.020
 30.180	 -0.860	 -0.040
 30.184	 -0.845	 -0.040
 30.188	 -0.805	 -0.050
 30.192	 -0.770	 -0.045
 30.196	 -0.715	 -0.065
 30.200	 -0.670	 -0.085
 30.204	 -0.605	 -0.060
 30.208	 -0.570	 -0.030
 30.212	 -0.545	 -0.005
 30.216	 -0.560	  0.050
 30.220	 -0.550	  0.095
 30.224	 -0.540	  0.105
 30.228	 -0.495	  0.135
 30.232	 -0.485	  0.135
 30.236	 -0.450	  0.135
 30.240	 -0.440	  0.115
 30.244	 -0.430	  0.130
 30.248	 -0.410	  0.130
 30.252	 -0.400	  0.140
 30.256	 -0.370	  0.130
 30.260	 -0.345	  0.135
 30.264	 -0.280	  0.150
 30.268	 -0.275	  0.190
 30.272	 -0.240	  0.180
 30.276	 -0.195	  0.190
 30.280	 -0.170	  0.190
 30.284	 -0.145	  0.205
 30.288	 -0.130	  0.240
 30.292	 -0.110	  0.230
 30.296	 -0.135	  0.240
 30.300	 -0.125	  0.235
 30.304	 -0.140	  0.225
 30.308	 -0.155	  0.220
 30.312	 -0.175	  0.200
 30.316	 -0.180	  0.195
 30.320	 -0.200	  0.165
 30.324	 -0.210	  0.170
 30.328	 -0.255	  0.165
 30.332	 -0.255	  0.155
 30.336	 -0.295	  0.140
 30.340	 -0.340	  0.130
 30.344	 -0.380	  0.120
 30.348	 -0.370	  0.090
 30.352	 -0.410	  0.090
 30.356	 -0.420	  0.090
 30.360	 -0.450	  0.070
 30.364	 -0.450	  0.065
 30.368	 -0.440	  0.030
 30.372	 -0.440	  0.040
 30.376	 -0.480	  0.030
 30.380	 -0.485	  0.015
 30.384	 -0.505	  0.005
 30.388	 -0.555	 -0.020
 30.392	 -0.570	 -0.030
 30.396	 -0.590	 -0.040
 30.400	 -0.595	 -0.030
 30.404	 -0.610	 -0.050
 30.408	 -0.590	 -0.075
 30.412	 -0.535	 -0.080
 30.416	 -0.465	 -0.060
 30.420	 -0.300	 -0.055
 30.424	 -0.060	 -0.080
 30.428	  0.190	 -0.160
 30.432	  0.410	 -0.255
 30.436	  0.580	 -0.370
 30.440	  0.465	 -0.710
 30.444	 -0.240	 -1.280
 30.448	 -1.090	 -1.790
 30.452	 -1.610	 -2.240
 30.456	 -1.775	 -2.495
 30.460	 -1.600	 -2.615
 30.464	 -1.320	 -2.615
 30.468	 -0.960	 -2.530
 30.472	 -0.740	 -2.250
 30.476	 -0.640	 -1.765
 30.480	 -0.580	 -1.255
 30.484	 -0.505	 -0.850
 30.488	 -0.505	 -0.510
 30.492	 -0.500	 -0.295
 30.496	 -0.490	 -0.160
 30.500	 -0.485	 -0.125
 30.504	 -0.470	 -0.080
 30.508	 -0.480	 -0.060
 30.512	 -0.500	 -0.050
 30.516	 -0.510	 -0.050
 30.520	 -0.510	 -0.025
 30.524	 -0.535	 -0.045
 30.528	 -0.555	 -0.030
 30.532	 -0.540	 -0.010
 30.536	 -0.540	  0.000
 30.540	 -0.540	  0.000
 30.544	 -0.510	  0.000
 30.548	 -0.530	 -0.020
 30.552	 -0.560	 -0.035
 30.556	 -0.565	 -0.020
 30.560	 -0.570	 -0.010
 30.564	 -0.585	 -0.005
 30.568	 -0.610	  0.000
 30.572	 -0.630	 -0.005
 30.576	 -0.660	 -0.030
 30.580	 -0.660	 -0.025
 30.584	 -0.670	 -0.015
 30.588	 -0.695	 -0.020
 30.592	 -0.700	 -0.020
 30.596	 -0.705	 -0.025
 30.600	 -0.710	 -0.020
 30.604	 -0.730	 -0.015
 30.608	 -0.755	 -0.035
 30.612	 -0.775	 -0.020
 30.616	 -0.795	 -0.050
 30.620	 -0.800	 -0.045
 30.624	 -0.820	 -0.060
 30.628	 -0.835	 -0.095
 30.632	 -0.860	 -0.120
 30.636	 -0.880	 -0.090
 30.640	 -0.900	 -0.135
 30.644	 -0.920	 -0.140
 30.648	 -0.950	 -0.120
 30.652	 -0.995	 -0.100
 30.656	 -1.015	 -0.125
 30.660	 -1.020	 -0.160
 30.664	 -0.995	 -0.185
 30.668	 -0.965	 -0.200
 30.672	 -0.860	 -0.195
 30.676	 -0.765	 -0.235
 30.680	 -0.685	 -0.195
 30.684	 -0.640	 -0.135
 30.688	 -0.570	 -0.080
 30.692	 -0.530	 -0.025
 30.696	 -0.485	  0.035
 30.700	 -0.455	  0.025
 30.704	 -0.410	  0.030
 30.708	 -0.375	  0.030
 30.712	 -0.340	  0.045
 30.716	 -0.325	  0.055
 30.720	 -0.275	  0.080
 30.724	 -0.255	  0.080
 30.728	 -0.245	  0.055
 30.732	 -0.250	  0.075
 30.736	 -0.280	  0.060
 30.740	 -0.270	  0.080
 30.744	 -0.295	  0.055
 30.748	 -0.320	  0.050
 30.752	 -0.320	  0.035
 30.756	 -0.340	  0.015
 30.760	 -0.335	  0.020
 30.764	 -0.320	  0.020
 30.768	 -0.295	 -0.025
 30.772	 -0.230	 -0.025
 30.776	 -0.130	 -0.025
 30.780	  0.020	 -0.040
 30.784	  0.290	  0.010
 30.788	  0.535	  0.030
 30.792	  0.715	 -0.030
 30.796	  0.890	 -0.070
 30.800	  1.050	 -0.185
 30.804	  0.790	 -0.630
 30.808	 -0.060	 -1.260
 30.812	 -1.000	 -1.770
 30.816	 -1.500	 -2.130
 30.820	 -1.560	 -2.360
 30.824	 -1.410	 -2.510
 30.828	 -1.195	 -2.610
 30.832	 -0.960	 -2.490
 30.836	 -0.755	 -2.195
 30.840	 -0.650	 -1.735
 30.844	 -0.565	 -1.270
 30.848	 -0.490	 -0.890
 30.852	 -0.490	 -0.585
 30.856	 -0.490	 -0.340
 30.860	 -0.455	 -0.210
 30.864	 -0.455	 -0.135
 30.868	 -0.450	 -0.100
 30.872	 -0.485	 -0.105
 30.876	 -0.505	 -0.075
 30.880	 -0.490	 -0.105
 30.884	 -0.530	 -0.080
 30.888	 -0.565	 -0.050
 30.892	 -0.635	 -0.080
 30.896	 -0.640	 -0.085
 30.900	 -0.635	 -0.070
 30.904	 -0.595	 -0.065
 30.908	 -0.555	 -0.065
 30.912	 -0.490	 -0.085
 30.916	 -0.465	 -0.085
 30.920	 -0.465	 -0.045
 30.924	 -0.460	 -0.035
 30.928	 -0.410	  0.000
 30.932	 -0.445	  0.015
 30.936	 -0.455	  0.035
 30.940	 -0.470	  0.065
 30.944	 -0.475	  0.050
 30.948	 -0.465	  0.080
 30.952	 -0.455	  0.070
 30.956	 -0.490	  0.095
 30.960	 -0.490	  0.080
 30.964	 -0.525	  0.080
 30.968	 -0.555	  0.065
 30.972	 -0.565	  0.050
 30.976	 -0.570	  0.050
 30.980	 -0.590	  0.045
 30.984	 -0.565	  0.035
 30.988	 -0.575	  0.005
 30.992	 -0.580	 -0.020
 30.996	 -0.595	  0.005
 31.000	 -0.595	  0.000
 31.004	 -0.595	 -0.015
 31.008	 -0.645	 -0.040
 31.012	 -0.630	 -0.040
 31.016	 -0.665	 -0.030
 31.020	 -0.625	 -0.020
 31.024	 -0.610	 -0.010
 31.028	 -0.620	 -0.030
 31.032	 -0.590	 -0.050
 31.036	 -0.540	 -0.015
 31.040	 -0.480	  0.000
 31.044	 -0.460	 -0.025
 31.048	 -0.400	 -0.050
 31.052	 -0.355	 -0.040
 31.056	 -0.320	 -0.025
 31.060	 -0.310	 -0.010
 31.064	 -0.300	  0.010
 31.068	 -0.280	  0.000
 31.072	 -0.245	  0.010
 31.076	 -0.235	  0.020
 31.080	 -0.200	  0.010
 31.084	 -0.190	  0.005
 31.088	 -0.190	  0.000
 31.092	 -0.200	  0.045
 31.096	 -0.235	  0.020
 31.100	 -0.265	  0.000
 31.104	 -0.255	 -0.005
 31.108	 -0.275	 -0.010
 31.112	 -0.290	  0.000
 31.116	 -0.240	 -0.030
 31.120	 -0.180	 -0.015
 31.124	 -0.030	 -0.025
 31.128	  0.100	 -0.030
 31.132	  0.335	 -0.010
 31.136	  0.545	  0.005
 31.140	  0.730	 -0.025
 31.144	  0.915	 -0.070
 31.148	  1.120	 -0.225
 31.152	  1.055	 -0.700
 31.156	  0.420	 -1.360
 31.160	 -0.500	 -1.895
 31.164	 -1.070	 -2.180
 31.168	 -1.195	 -2.390
 31.172	 -1.065	 -2.575
 31.176	 -0.840	 -2.625
 31.180	 -0.640	 -2.465
 31.184	 -0.510	 -2.065
 31.188	 -0.440	 -1.515
 31.192	 -0.390	 -1.035
 31.196	 -0.375	 -0.640
 31.200	 -0.400	 -0.335
 31.204	 -0.360	 -0.180
 31.208	 -0.320	 -0.095
 31.212	 -0.330	 -0.045
 31.216	 -0.320	  0.005
 31.220	 -0.330	  0.020
 31.224	 -0.320	  0.020
 31.228	 -0.340	  0.025
 31.232	 -0.355	  0.050
 31.236	 -0.365	  0.045
 31.240	 -0.390	  0.050
 31.244	 -0.410	  0.055
 31.248	 -0.430	  0.045
 31.252	 -0.430	  0.060
 31.256	 -0.425	  0.060
 31.260	 -0.450	  0.060
 31.264	 -0.420	  0.045
 31.268	 -0.440	  0.070
 31.272	 -0.440	  0.095
 31.276	 -0.460	  0.100
 31.280	 -0.460	  0.085
 31.284	 -0.515	  0.080
 31.288	 -0.555	  0.090
 31.292	 -0.540	  0.105
 31.296	 -0.565	  0.090
 31.300	 -0.585	  0.095
 31.304	 -0.610	  0.115
 31.308	 -0.605	  0.100
 31.312	 -0.610	  0.065
 31.316	 -0.655	  0.050
 31.320	 -0.665	  0.035
 31.324	 -0.685	  0.055
 31.328	 -0.700	  0.040
 31.332	 -0.735	  0.035
 31.336	 -0.730	  0.010
 31.340	 -0.695	 -0.010
 31.344	 -0.605	 -0.025
 31.348	 -0.590	 -0.005
 31.352	 -0.575	  0.055
 31.356	 -0.590	  0.065
 31.360	 -0.565	  0.085
 31.364	 -0.545	  0.090
 31.368	 -0.510	  0.115
 31.372	 -0.520	  0.135
 31.376	 -0.550	  0.155
 31.380	 -0.575	  0.195
 31.384	 -0.570	  0.200
 31.388	 -0.540	  0.185
 31.392	 -0.540	  0.185
 31.396	 -0.440	  0.150
 31.400	 -0.395	  0.115
 31.404	 -0.365	  0.110
 31.408	 -0.355	  0.125
 31.412	 -0.355	  0.130
 31.416	 -0.305	  0.115
 31.420	 -0.275	  0.110
 31.424	 -0.275	  0.105
 31.428	 -0.285	  0.110
 31.432	 -0.285	  0.110
 31.436	 -0.260	  0.075
 31.440	 -0.260	  0.070
 31.444	 -0.265	  0.070
 31.448	 -0.300	  0.035
 31.452	 -0.340	  0.040
 31.456	 -0.395	  0.035
 31.460	 -0.495	  0.040
 31.464	 -0.515	  0.005
 31.468	 -0.530	  0.020
 31.472	 -0.535	  0.000
 31.476	 -0.535	 -0.005
 31.480	 -0.530	 -0.005
 31.484	 -0.525	 -0.030
 31.488	 -0.530	 -0.030
 31.492	 -0.550	 -0.050
 31.496	 -0.565	 -0.025
 31.500	 -0.580	 -0.030
 31.504	 -0.595	 -0.045
 31.508	 -0.625	 -0.035
 31.512	 -0.615	 -0.065
 31.516	 -0.625	 -0.065
 31.520	 -0.640	 -0.065
 31.524	 -0.660	 -0.060
 31.528	 -0.670	 -0.095
 31.532	 -0.640	 -0.090
 31.536	 -0.640	 -0.095
 31.540	 -0.640	 -0.095
 31.544	 -0.700	 -0.115
 31.548	 -0.750	 -0.145
 31.552	 -0.725	 -0.145
 31.556	 -0.705	 -0.140
 31.560	 -0.670	 -0.150
 31.564	 -0.615	 -0.170
 31.568	 -0.610	 -0.180
 31.572	 -0.580	 -0.175
 31.576	 -0.535	 -0.150
 31.580	 -0.510	 -0.130
 31.584	 -0.490	 -0.135
 31.588	 -0.515	 -0.100
 31.592	 -0.555	 -0.060
 31.596	 -0.585	 -0.020
 31.600	 -0.535	 -0.020
 31.604	 -0.555	 -0.015
 31.608	 -0.560	 -0.030
 31.612	 -0.500	 -0.050
 31.616	 -0.435	 -0.030
 31.620	 -0.285	 -0.005
 31.624	  0.000	  0.055
 31.628	  0.330	  0.045
 31.632	  0.590	  0.000
 31.636	  0.715	 -0.035
 31.640	  0.685	 -0.080
 31.644	  0.395	 -0.320
 31.648	 -0.395	 -0.635
 31.652	 -1.235	 -0.955
 31.656	 -1.765	 -1.270
 31.660	 -1.925	 -1.540
 31.664	 -1.850	 -1.740
 31.668	 -1.690	 -1.895
 31.672	 -1.450	 -1.935
 31.676	 -1.150	 -1.780
 31.680	 -0.965	 -1.500
 31.684	 -0.885	 -1.200
 31.688	 -0.835	 -0.915
 31.692	 -0.775	 -0.680
 31.696	 -0.745	 -0.430
 31.700	 -0.745	 -0.265
 31.704	 -0.730	 -0.185
 31.708	 -0.705	 -0.150
 31.712	 -0.675	 -0.115
 31.716	 -0.670	 -0.100
 31.720	 -0.705	 -0.105
 31.724	 -0.730	 -0.110
 31.728	 -0.710	 -0.105
 31.732	 -0.695	 -0.095
 31.736	 -0.720	 -0.085
 31.740	 -0.740	 -0.095
 31.744	 -0.765	 -0.070
 31.748	 -0.770	 -0.090
 31.752	 -0.745	 -0.090
 31.756	 -0.775	 -0.065
 31.760	 -0.770	 -0.065
 31.764	 -0.790	 -0.040
 31.768	 -0.800	 -0.045
 31.772	 -0.830	 -0.080
 31.776	 -0.845	 -0.070
 31.780	 -0.860	 -0.085
 31.784	 -0.845	 -0.100
 31.788	 -0.820	 -0.135
 31.792	 -0.750	 -0.145
 31.796	 -0.680	 -0.110
 31.800	 -0.670	 -0.095
 31.804	 -0.705	 -0.075
 31.808	 -0.685	 -0.045
 31.812	 -0.640	 -0.015
 31.816	 -0.630	  0.000
 31.820	 -0.645	  0.035
