time	sig 0	sig 1
 29.875	  0.285	  0.215
 29.883	  0.285	  0.215
 29.891	  0.275	  0.205
 29.898	  0.265	  0.195
 29.906	  0.265	  0.195
 29.914	  0.255	  0.185
 29.922	  0.245	  0.175
 29.930	  0.245	  0.175
 29.938	  0.235	  0.175
 29.945	  0.225	  0.165
 29.953	  0.215	  0.155
 29.961	  0.215	  0.155
 29.969	  0.205	  0.145
 29.977	  0.205	  0.145
 29.984	  0.195	  0.135
 29.992	  0.195	  0.125
 30.000	  0.185	  0.125
 30.008	  0.175	  0.115
 30.016	  0.175	  0.105
 30.023	  0.175	  0.105
 30.031	  0.155	  0.095
 30.039	  0.155	  0.095
 30.047	  0.155	  0.085
 30.055	  0.145	  0.085
 30.062	  0.145	  0.075
 30.070	  0.135	  0.065
 30.078	  0.125	  0.065
 30.086	  0.125	  0.055
 30.094	  0.115	  0.045
 30.102	  0.105	  0.035
 30.109	  0.095	  0.025
 30.117	  0.075	  0.005
 30.125	  0.095	 -0.115
 30.133	 -1.155	 -1.460
 30.141	 -1.435	 -1.640
 30.148	 -1.465	 -1.680
 30.156	 -1.475	 -1.720
 30.164	 -1.475	 -1.740
 30.172	 -1.475	 -1.760
 30.180	 -1.475	 -1.760
 30.188	 -1.465	 -1.770
 30.195	 -1.455	 -1.770
 30.203	 -1.435	 -1.780
 30.211	 -1.405	 -1.780
 30.219	 -1.385	 -1.770
 30.227	 -1.055	 -1.765
 30.234	 -0.465	 -1.785
 30.242	  0.025	 -1.795
 30.250	 -0.675	 -1.795
 30.258	 -1.375	 -1.780
 30.266	 -1.315	 -1.780
 30.273	 -1.285	 -1.770
 30.281	 -1.275	 -1.770
 30.289	 -1.265	 -1.755
 30.297	 -1.265	 -1.755
 30.305	 -1.255	 -1.755
 30.312	 -1.255	 -1.755
 30.320	 -1.235	 -1.750
 30.328	 -1.205	 -1.750
 30.336	 -1.175	 -1.740
 30.344	 -1.155	 -1.740
 30.352	 -1.125	 -1.725
 30.359	 -1.115	 -1.725
 30.367	 -1.085	 -1.725
 30.375	 -1.055	 -1.725
 30.383	 -1.035	 -1.720
 30.391	 -0.995	 -1.720
 30.398	 -0.965	 -1.710
 30.406	 -0.925	 -1.710
 30.414	 -0.875	 -1.695
 30.422	 -0.845	 -1.695
 30.430	 -0.795	 -1.695
 30.438	 -0.745	 -1.685
 30.445	 -0.695	 -1.690
 30.453	 -0.625	 -1.690
 30.461	 -0.575	 -1.680
 30.469	 -0.545	 -1.670
 30.477	 -0.515	 -1.665
 30.484	 -0.505	 -1.665
 30.492	 -0.545	 -1.655
 30.500	 -0.575	 -1.645
 30.508	 -0.665	 -1.650
 30.516	 -0.705	 -1.640
 30.523	 -0.765	 -1.630
 30.531	 -0.785	 -1.620
 30.539	 -0.805	 -1.615
 30.547	 -0.825	 -1.605
 30.555	 -0.815	 -1.605
 30.562	 -0.815	 -1.595
 30.570	 -0.815	 -1.590
 30.578	 -0.805	 -1.590
 30.586	 -0.785	 -1.580
 30.594	 -0.775	 -1.570
 30.602	 -0.755	 -1.555
 30.609	 -0.755	 -1.555
 30.617	 -0.745	 -1.545
 30.625	 -0.735	 -1.535
 30.633	 -0.735	 -1.540
 30.641	 -0.715	 -1.540
 30.648	 -0.705	 -1.520
 30.656	 -0.675	 -1.520
 30.664	 -0.665	 -1.495
 30.672	 -0.665	 -1.495
 30.680	 -0.665	 -1.485
 30.688	 -0.665	 -1.475
 30.695	 -0.665	 -1.470
 30.703	 -0.645	 -1.460
 30.711	 -0.635	 -1.450
 30.719	 -0.625	 -1.440
 30.727	 -0.605	 -1.425
 30.734	 -0.605	 -1.415
 30.742	 -0.605	 -1.405
 30.750	 -0.595	 -1.395
 30.758	 -0.595	 -1.390
 30.766	 -0.575	 -1.380
 30.773	 -0.555	 -1.370
 30.781	 -0.555	 -1.360
 30.789	 -0.535	 -1.345
 30.797	 -0.535	 -1.325
 30.805	 -0.525	 -1.315
 30.812	 -0.525	 -1.295
 30.820	 -0.495	 -1.270
 30.828	 -0.445	 -1.260
 30.836	 -0.425	 -1.230
 30.844	 -0.375	 -1.230
 30.852	 -0.335	 -1.215
 30.859	 -0.345	 -1.215
 30.867	 -0.375	 -1.205
 30.875	 -0.375	 -1.205
 30.883	 -0.405	 -1.200
 30.891	 -0.395	 -1.190
 30.898	 -0.435	 -1.180
 30.906	 -0.445	 -1.160
 30.914	 -0.425	 -1.145
 30.922	 -0.435	 -1.135
 30.930	 -0.435	 -1.115
 30.938	 -0.435	 -1.105
 30.945	 -0.435	 -1.100
 30.953	 -0.425	 -1.090
 30.961	 -0.395	 -1.070
 30.969	 -0.395	 -1.060
 30.977	 -0.375	 -1.035
 30.984	 -0.375	 -0.905
 30.992	 -0.185	 -0.795
 31.000	  0.185	 -1.035
 31.008	  0.785	 -1.400
 31.016	  0.975	 -1.420
 31.023	  0.135	 -1.330
 31.031	 -0.395	 -1.120
 31.039	 -0.325	 -0.975
 31.047	 -0.315	 -0.925
 31.055	 -0.325	 -0.875
 31.062	 -0.335	 -0.865
 31.070	 -0.335	 -0.840
 31.078	 -0.315	 -0.830
 31.086	 -0.305	 -0.820
 31.094	 -0.295	 -0.800
 31.102	 -0.275	 -0.785
 31.109	 -0.285	 -0.785
 31.117	 -0.265	 -0.765
 31.125	 -0.265	 -0.765
 31.133	 -0.245	 -0.760
 31.141	 -0.215	 -0.760
 31.148	 -0.205	 -0.750
 31.156	 -0.165	 -0.740
 31.164	 -0.145	 -0.725
 31.172	 -0.135	 -0.725
 31.180	 -0.105	 -0.715
 31.188	 -0.085	 -0.715
 31.195	 -0.025	 -0.710
 31.203	  0.015	 -0.710
 31.211	  0.075	 -0.720
 31.219	  0.135	 -0.710
 31.227	  0.165	 -0.715
 31.234	  0.185	 -0.715
 31.242	  0.205	 -0.715
 31.250	  0.195	 -0.705
 31.258	  0.175	 -0.690
 31.266	  0.125	 -0.670
 31.273	  0.055	 -0.650
 31.281	 -0.005	 -0.620
 31.289	 -0.075	 -0.585
 31.297	 -0.145	 -0.565
 31.305	 -0.185	 -0.535
 31.312	 -0.235	 -0.545
 31.320	 -0.225	 -0.540
 31.328	 -0.225	 -0.530
 31.336	 -0.225	 -0.520
 31.344	 -0.205	 -0.510
 31.352	 -0.225	 -0.505
 31.359	 -0.215	 -0.505
 31.367	 -0.205	 -0.495
 31.375	 -0.225	 -0.485
 31.383	 -0.195	 -0.480
 31.391	 -0.195	 -0.470
 31.398	 -0.195	 -0.460
 31.406	 -0.145	 -0.440
 31.414	 -0.135	 -0.415
 31.422	 -0.165	 -0.415
 31.430	 -0.155	 -0.395
 31.438	 -0.155	 -0.395
 31.445	 -0.165	 -0.395
 31.453	 -0.165	 -0.415
 31.461	 -0.185	 -0.415
 31.469	 -0.175	 -0.415
 31.477	 -0.165	 -0.405
 31.484	 -0.165	 -0.405
 31.492	 -0.175	 -0.395
 31.500	 -0.165	 -0.395
 31.508	 -0.165	 -0.385
 31.516	 -0.155	 -0.385
 31.523	 -0.145	 -0.375
 31.531	 -0.135	 -0.365
 31.539	 -0.125	 -0.355
 31.547	 -0.145	 -0.355
 31.555	 -0.115	 -0.325
 31.562	 -0.075	 -0.295
 31.570	 -0.085	 -0.285
 31.578	 -0.015	 -0.285
 31.586	  0.005	 -0.285
 31.594	  0.015	 -0.305
 31.602	 -0.015	 -0.295
 31.609	 -0.035	 -0.315
 31.617	 -0.045	 -0.305
 31.625	 -0.075	 -0.305
 31.633	 -0.115	 -0.315
 31.641	 -0.125	 -0.315
 31.648	 -0.125	 -0.305
 31.656	 -0.125	 -0.305
 31.664	 -0.095	 -0.295
 31.672	 -0.105	 -0.285
 31.680	 -0.105	 -0.275
 31.688	 -0.105	 -0.275
 31.695	 -0.105	 -0.265
 31.703	 -0.085	 -0.255
 31.711	 -0.065	 -0.255
 31.719	 -0.075	 -0.135
 31.727	  0.055	  0.005
 31.734	  0.375	 -0.075
 31.742	  0.995	 -0.745
 31.750	  1.435	 -0.935
 31.758	  0.605	 -0.825
 31.766	 -0.195	 -0.495
 31.773	 -0.065	 -0.305
 31.781	 -0.035	 -0.225
 31.789	 -0.025	 -0.165
 31.797	 -0.045	 -0.145
 31.805	 -0.045	 -0.135
 31.812	 -0.055	 -0.125
 31.820	 -0.055	 -0.115
 31.828	 -0.045	 -0.115
 31.836	 -0.035	 -0.105
 31.844	 -0.005	 -0.105
 31.852	  0.005	 -0.095
 31.859	  0.005	 -0.105
 31.867	  0.015	 -0.095
 31.875	  0.035	 -0.095
 31.883	  0.035	 -0.085
 31.891	  0.065	 -0.095
 31.898	  0.075	 -0.095
 31.906	  0.105	 -0.095
 31.914	  0.155	 -0.095
 31.922	  0.165	 -0.095
 31.930	  0.205	 -0.105
 31.938	  0.265	 -0.125
 31.945	  0.305	 -0.135
 31.953	  0.345	 -0.145
 31.961	  0.385	 -0.155
 31.969	  0.405	 -0.155
 31.977	  0.435	 -0.155
 31.984	  0.425	 -0.145
 31.992	  0.395	 -0.135
 32.000	  0.335	 -0.105
 32.008	  0.235	 -0.085
 32.016	  0.165	 -0.065
 32.023	  0.085	 -0.045
 32.031	  0.025	 -0.025
 32.039	 -0.005	 -0.025
 32.047	 -0.035	 -0.025
 32.055	 -0.045	 -0.015
 32.062	 -0.045	 -0.015
 32.070	 -0.065	 -0.015
 32.078	 -0.055	 -0.015
 32.086	 -0.055	 -0.015
 32.094	 -0.025	  0.005
 32.102	 -0.035	  0.005
 32.109	 -0.025	 -0.005
 32.117	 -0.025	  0.005
 32.125	 -0.025	 -0.005
 32.133	 -0.005	 -0.005
 32.141	 -0.005	 -0.005
 32.148	  0.005	  0.005
 32.156	  0.015	  0.005
 32.164	  0.015	  0.005
 32.172	  0.005	  0.005
 32.180	  0.005	  0.005
 32.188	 -0.005	  0.015
 32.195	 -0.005	  0.015
 32.203	 -0.005	  0.005
 32.211	  0.005	  0.015
 32.219	  0.015	  0.015
 32.227	  0.015	  0.015
 32.234	  0.005	  0.015
 32.242	  0.025	  0.035
 32.250	  0.035	  0.065
 32.258	  0.055	  0.085
 32.266	  0.105	  0.085
 32.273	  0.155	  0.085
 32.281	  0.165	  0.075
 32.289	  0.115	  0.065
 32.297	  0.095	  0.045
 32.305	  0.085	  0.045
 32.312	  0.045	  0.045
 32.320	  0.025	  0.035
 32.328	 -0.005	  0.035
 32.336	 -0.015	  0.035
 32.344	 -0.025	  0.035
 32.352	 -0.025	  0.035
 32.359	 -0.025	  0.025
 32.367	 -0.015	  0.035
 32.375	 -0.025	  0.035
 32.383	 -0.025	  0.045
 32.391	 -0.015	  0.045
 32.398	  0.015	  0.045
 32.406	  0.015	  0.055
 32.414	  0.005	  0.255
 32.422	  0.275	  0.285
 32.430	  0.565	 -0.005
 32.438	  1.275	 -0.665
 32.445	  1.405	 -0.785
 32.453	  0.385	 -0.505
 32.461	 -0.065	 -0.165
 32.469	  0.005	  0.015
 32.477	  0.055	  0.065
 32.484	  0.025	  0.105
 32.492	  0.025	  0.125
 32.500	  0.005	  0.135
 32.508	  0.005	  0.135
 32.516	  0.025	  0.135
 32.523	  0.025	  0.145
 32.531	  0.025	  0.145
 32.539	  0.045	  0.155
 32.547	  0.045	  0.145
 32.555	  0.055	  0.155
 32.562	  0.075	  0.145
 32.570	  0.075	  0.155
 32.578	  0.105	  0.145
 32.586	  0.115	  0.155
 32.594	  0.135	  0.155
 32.602	  0.165	  0.155
 32.609	  0.185	  0.155
 32.617	  0.215	  0.145
 32.625	  0.265	  0.135
 32.633	  0.285	  0.125
 32.641	  0.355	  0.105
 32.648	  0.385	  0.095
 32.656	  0.425	  0.085
 32.664	  0.455	  0.085
 32.672	  0.455	  0.065
 32.680	  0.455	  0.075
 32.688	  0.415	  0.085
 32.695	  0.345	  0.105
 32.703	  0.255	  0.105
 32.711	  0.175	  0.135
 32.719	  0.105	  0.155
 32.727	  0.055	  0.165
 32.734	  0.015	  0.165
 32.742	 -0.025	  0.175
 32.750	 -0.035	  0.165
 32.758	 -0.045	  0.165
 32.766	 -0.025	  0.165
 32.773	 -0.035	  0.155
 32.781	 -0.025	  0.175
 32.789	 -0.025	  0.165
 32.797	 -0.035	  0.165
 32.805	 -0.025	  0.165
 32.812	 -0.035	  0.165
 32.820	 -0.035	  0.175
 32.828	 -0.025	  0.165
 32.836	 -0.025	  0.175
 32.844	  0.005	  0.175
 32.852	 -0.005	  0.175
 32.859	 -0.015	  0.165
 32.867	 -0.015	  0.165
 32.875	 -0.035	  0.165
 32.883	 -0.035	  0.165
 32.891	 -0.015	  0.155
 32.898	 -0.025	  0.155
 32.906	 -0.015	  0.165
 32.914	 -0.035	  0.155
 32.922	 -0.025	  0.155
 32.930	 -0.025	  0.155
 32.938	 -0.035	  0.155
 32.945	 -0.025	  0.155
 32.953	 -0.035	  0.145
 32.961	 -0.015	  0.155
 32.969	 -0.015	  0.155
 32.977	  0.025	  0.185
 32.984	  0.035	  0.205
 32.992	  0.055	  0.205
 33.000	  0.095	  0.195
 33.008	  0.115	  0.185
 33.016	  0.095	  0.165
 33.023	  0.055	  0.155
 33.031	  0.055	  0.145
 33.039	  0.035	  0.165
 33.047	  0.015	  0.145
 33.055	 -0.025	  0.145
 33.062	 -0.045	  0.145
 33.070	 -0.055	  0.145
 33.078	 -0.045	  0.135
 33.086	 -0.045	  0.135
 33.094	 -0.035	  0.155
 33.102	 -0.025	  0.145
 33.109	 -0.025	  0.145
 33.117	 -0.025	  0.155
 33.125	 -0.015	  0.145
 33.133	 -0.025	  0.155
 33.141	 -0.005	  0.315
 33.148	  0.185	  0.405
 33.156	  0.555	  0.065
 33.164	  1.235	 -0.665
 33.172	  1.365	 -0.805
 33.180	  0.435	 -0.455
 33.188	 -0.055	 -0.065
 33.195	 -0.015	  0.105
 33.203	  0.015	  0.155
 33.211	  0.005	  0.195
 33.219	 -0.025	  0.215
 33.227	 -0.005	  0.225
 33.234	 -0.015	  0.225
 33.242	 -0.005	  0.225
 33.250	 -0.005	  0.225
 33.258	 -0.005	  0.225
 33.266	  0.005	  0.225
 33.273	  0.015	  0.225
 33.281	  0.025	  0.225
 33.289	  0.055	  0.225
 33.297	  0.045	  0.215
 33.305	  0.065	  0.225
 33.312	  0.085	  0.215
 33.320	  0.095	  0.205
 33.328	  0.125	  0.215
 33.336	  0.155	  0.205
 33.344	  0.175	  0.205
 33.352	  0.235	  0.195
 33.359	  0.255	  0.185
 33.367	  0.305	  0.175
 33.375	  0.345	  0.165
 33.383	  0.365	  0.155
 33.391	  0.415	  0.135
 33.398	  0.435	  0.125
 33.406	  0.415	  0.145
 33.414	  0.395	  0.155
 33.422	  0.325	  0.165
 33.430	  0.255	  0.185
 33.438	  0.165	  0.205
 33.445	  0.095	  0.205
 33.453	  0.035	  0.215
 33.461	 -0.005	  0.215
 33.469	 -0.035	  0.225
 33.477	 -0.045	  0.225
 33.484	 -0.065	  0.215
 33.492	 -0.065	  0.215
 33.500	 -0.075	  0.215
 33.508	 -0.055	  0.215
 33.516	 -0.075	  0.215
 33.523	 -0.055	  0.215
 33.531	 -0.045	  0.215
 33.539	 -0.045	  0.225
 33.547	 -0.045	  0.225
 33.555	 -0.035	  0.225
 33.562	 -0.055	  0.225
 33.570	 -0.035	  0.225
 33.578	 -0.045	  0.215
 33.586	 -0.035	  0.225
 33.594	 -0.025	  0.225
 33.602	 -0.025	  0.225
 33.609	 -0.035	  0.225
 33.617	 -0.045	  0.215
 33.625	 -0.055	  0.215
 33.633	 -0.055	  0.225
 33.641	 -0.045	  0.215
 33.648	 -0.035	  0.215
 33.656	 -0.035	  0.215
 33.664	 -0.035	  0.225
 33.672	 -0.035	  0.215
 33.680	 -0.035	  0.225
 33.688	 -0.025	  0.205
 33.695	 -0.035	  0.215
 33.703	 -0.035	  0.205
 33.711	 -0.015	  0.215
 33.719	 -0.015	  0.215
 33.727	 -0.015	  0.225
 33.734	 -0.015	  0.225
 33.742	  0.025	  0.255
 33.750	  0.035	  0.265
 33.758	  0.065	  0.265
 33.766	  0.105	  0.255
 33.773	  0.125	  0.245
 33.781	  0.075	  0.235
 33.789	  0.075	  0.215
 33.797	  0.045	  0.205
 33.805	  0.015	  0.215
 33.812	 -0.005	  0.185
 33.820	 -0.045	  0.195
 33.828	 -0.045	  0.195
 33.836	 -0.045	  0.195
 33.844	 -0.035	  0.195
 33.852	 -0.035	  0.205
 33.859	 -0.035	  0.205
 33.867	 -0.035	  0.195
 33.875	 -0.035	  0.205
 33.883	 -0.045	  0.205
 33.891	 -0.015	  0.205
 33.898	 -0.005	  0.215
 33.906	 -0.005	  0.425
 33.914	  0.295	  0.465
 33.922	  0.715	 -0.185
 33.930	  1.395	 -0.725
 33.938	  1.205	 -0.715
 33.945	  0.185	 -0.255
 33.953	 -0.035	  0.055
 33.961	 -0.005	  0.175
 33.969	 -0.005	  0.225
 33.977	  0.005	  0.265
 33.984	 -0.025	  0.275
 33.992	 -0.035	  0.275
 34.000	 -0.025	  0.285
 34.008	 -0.035	  0.285
 34.016	 -0.025	  0.285
 34.023	 -0.005	  0.285
 34.031	 -0.005	  0.285
 34.039	  0.015	  0.285
 34.047	  0.015	  0.285
 34.055	  0.035	  0.285
 34.062	  0.055	  0.275
 34.070	  0.045	  0.275
 34.078	  0.065	  0.275
 34.086	  0.095	  0.275
 34.094	  0.115	  0.275
 34.102	  0.155	  0.275
 34.109	  0.175	  0.265
 34.117	  0.215	  0.255
 34.125	  0.325	  0.245
 34.133	  0.275	  0.235
 34.141	  0.345	  0.215
 34.148	  0.375	  0.205
 34.156	  0.375	  0.185
 34.164	  0.415	  0.195
 34.172	  0.385	  0.195
 34.180	  0.345	  0.205
 34.188	  0.275	  0.225
 34.195	  0.175	  0.245
 34.203	  0.105	  0.255
 34.211	  0.045	  0.265
 34.219	 -0.005	  0.275
 34.227	 -0.035	  0.265
 34.234	 -0.065	  0.265
 34.242	 -0.075	  0.265
 34.250	 -0.095	  0.265
 34.258	 -0.085	  0.265
 34.266	 -0.075	  0.265
 34.273	 -0.075	  0.255
 34.281	 -0.075	  0.265
 34.289	 -0.065	  0.265
 34.297	 -0.055	  0.265
 34.305	 -0.065	  0.265
 34.312	 -0.075	  0.265
 34.320	 -0.055	  0.265
 34.328	 -0.045	  0.265
 34.336	 -0.055	  0.265
 34.344	 -0.045	  0.265
 34.352	 -0.055	  0.265
 34.359	 -0.055	  0.265
 34.367	 -0.055	  0.255
 34.375	 -0.045	  0.255
 34.383	 -0.085	  0.305
 34.391	 -0.065	  0.265
 34.398	 -0.065	  0.255
 34.406	 -0.065	  0.245
 34.414	 -0.055	  0.245
 34.422	 -0.065	  0.245
 34.430	 -0.065	  0.245
 34.438	 -0.075	  0.245
 34.445	 -0.065	  0.235
 34.453	 -0.055	  0.235
 34.461	 -0.045	  0.235
 34.469	 -0.035	  0.235
 34.477	 -0.035	  0.245
 34.484	 -0.055	  0.245
 34.492	 -0.015	  0.265
 34.500	 -0.005	  0.285
 34.508	  0.025	  0.285
 34.516	  0.055	  0.275
 34.523	  0.075	  0.275
 34.531	  0.065	  0.245
 34.539	  0.045	  0.235
 34.547	  0.035	  0.225
 34.555	 -0.005	  0.225
 34.562	 -0.035	  0.205
 34.570	 -0.075	  0.205
 34.578	 -0.065	  0.205
 34.586	 -0.065	  0.205
 34.594	 -0.065	  0.205
 34.602	 -0.075	  0.215
 34.609	 -0.065	  0.205
 34.617	 -0.055	  0.205
 34.625	 -0.065	  0.205
 34.633	 -0.055	  0.205
 34.641	 -0.045	  0.205
 34.648	 -0.035	  0.215
 34.656	 -0.065	  0.345
 34.664	  0.135	  0.455
 34.672	  0.545	  0.305
 34.680	  1.045	 -0.405
 34.688	  1.445	 -0.535
 34.695	  0.485	 -0.425
 34.703	 -0.105	 -0.055
 34.711	 -0.045	  0.125
 34.719	 -0.025	  0.185
 34.727	 -0.015	  0.245
 34.734	 -0.045	  0.255
 34.742	 -0.045	  0.265
 34.750	 -0.045	  0.275
 34.758	 -0.045	  0.275
 34.766	 -0.035	  0.265
 34.773	 -0.035	  0.275
 34.781	 -0.015	  0.275
 34.789	  0.005	  0.285
 34.797	  0.005	  0.265
 34.805	  0.015	  0.255
 34.812	 -0.005	  0.245
 34.820	  0.035	  0.245
 34.828	  0.045	  0.235
 34.836	  0.075	  0.225
 34.844	  0.105	  0.225
 34.852	  0.135	  0.225
 34.859	  0.145	  0.205
 34.867	  0.185	  0.185
 34.875	  0.245	  0.195
 34.883	  0.235	  0.245
 34.891	  0.285	  0.175
 34.898	  0.355	  0.135
 34.906	  0.375	  0.135
 34.914	  0.395	  0.135
 34.922	  0.385	  0.145
 34.930	  0.335	  0.145
 34.938	  0.245	  0.165
 34.945	  0.185	  0.185
 34.953	  0.105	  0.195
 34.961	  0.035	  0.205
 34.969	 -0.005	  0.215
 34.977	 -0.045	  0.245
 34.984	 -0.095	  0.215
 34.992	 -0.085	  0.205
 35.000	 -0.115	  0.195
 35.008	 -0.115	  0.215
 35.016	 -0.215	  0.165
 35.023	 -0.105	  0.205
 35.031	 -0.085	  0.195
 35.039	 -0.095	  0.205
 35.047	 -0.095	  0.195
 35.055	 -0.075	  0.195
 35.062	 -0.085	  0.195
 35.070	 -0.105	  0.195
 35.078	 -0.085	  0.185
 35.086	 -0.075	  0.185
 35.094	 -0.065	  0.195
 35.102	 -0.085	  0.185
 35.109	 -0.095	  0.175
 35.117	 -0.085	  0.175
 35.125	 -0.105	  0.175
 35.133	 -0.095	  0.175
 35.141	 -0.085	  0.165
 35.148	 -0.085	  0.165
 35.156	 -0.075	  0.165
 35.164	 -0.095	  0.165
 35.172	 -0.085	  0.165
 35.180	 -0.085	  0.165
 35.188	 -0.075	  0.175
 35.195	 -0.055	  0.195
 35.203	 -0.025	  0.195
 35.211	  0.015	  0.195
 35.219	  0.045	  0.185
 35.227	  0.065	  0.175
 35.234	  0.015	  0.155
 35.242	 -0.005	  0.125
 35.250	 -0.005	  0.125
 35.258	 -0.155	  0.065
 35.266	 -0.005	  0.125
 35.273	  0.285	  0.205
 35.281	 -0.115	  0.085
 35.289	 -0.105	  0.095
 35.297	 -0.125	  0.095
 35.305	 -0.125	  0.095
 35.312	 -0.115	  0.095
 35.320	 -0.145	  0.095
 35.328	 -0.135	  0.095
 35.336	 -0.115	  0.105
 35.344	 -0.115	  0.105
 35.352	 -0.095	  0.105
 35.359	 -0.105	  0.215
 35.367	  0.015	  0.335
 35.375	  0.375	  0.235
 35.383	  0.995	 -0.445
 35.391	  1.435	 -0.675
 35.398	  0.775	 -0.655
 35.406	 -0.235	 -0.255
 35.414	 -0.115	 -0.025
 35.422	 -0.105	  0.065
 35.430	 -0.085	  0.105
 35.438	 -0.095	  0.125
 35.445	 -0.115	  0.145
 35.453	 -0.105	  0.145
 35.461	 -0.095	  0.155
 35.469	 -0.095	  0.165
 35.477	 -0.065	  0.155
 35.484	 -0.065	  0.165
 35.492	 -0.075	  0.165
 35.500	 -0.065	  0.155
 35.508	 -0.075	  0.165
 35.516	 -0.045	  0.155
 35.523	 -0.025	  0.165
 35.531	  0.005	  0.155
 35.539	  0.035	  0.155
 35.547	  0.035	  0.145
 35.555	  0.055	  0.145
 35.562	  0.095	  0.125
 35.570	  0.105	  0.115
 35.578	  0.175	  0.105
 35.586	  0.225	  0.085
 35.594	  0.275	  0.065
 35.602	  0.315	  0.065
 35.609	  0.335	  0.045
 35.617	  0.365	  0.035
 35.625	  0.355	  0.035
 35.633	  0.315	  0.035
 35.641	  0.265	  0.055
 35.648	  0.195	  0.075
 35.656	  0.095	  0.095
 35.664	  0.055	  0.115
 35.672	 -0.035	  0.125
 35.680	 -0.085	  0.125
 35.688	 -0.095	  0.125
 35.695	 -0.135	  0.125
 35.703	 -0.145	  0.125
 35.711	 -0.145	  0.115
 35.719	 -0.155	  0.125
 35.727	 -0.135	  0.125
 35.734	 -0.145	  0.125
 35.742	 -0.145	  0.115
 35.750	 -0.135	  0.115
 35.758	 -0.135	  0.115
 35.766	 -0.135	  0.105
 35.773	 -0.125	  0.105
 35.781	 -0.115	  0.105
 35.789	 -0.115	  0.105
 35.797	 -0.115	  0.095
 35.805	 -0.115	  0.095
 35.812	 -0.115	  0.085
 35.820	 -0.125	  0.085
 35.828	 -0.115	  0.075
 35.836	 -0.135	  0.075
 35.844	 -0.125	  0.065
 35.852	 -0.125	  0.065
 35.859	 -0.135	  0.065
 35.867	 -0.125	  0.065
 35.875	 -0.145	  0.055
 35.883	 -0.115	  0.085
 35.891	 -0.085	  0.095
 35.898	 -0.065	  0.105
 35.906	 -0.015	  0.115
 35.914	  0.005	  0.105
 35.922	 -0.005	  0.075
 35.930	 -0.045	  0.065
 35.938	 -0.075	  0.045
 35.945	 -0.085	  0.045
 35.953	 -0.095	  0.025
 35.961	 -0.145	  0.025
 35.969	 -0.155	  0.025
 35.977	 -0.165	  0.015
 35.984	 -0.165	  0.005
 35.992	 -0.165	  0.005
 36.000	 -0.175	  0.015
 36.008	 -0.165	  0.015
 36.016	 -0.155	  0.005
 36.023	 -0.145	  0.005
 36.031	 -0.115	  0.015
 36.039	 -0.125	  0.015
 36.047	 -0.115	  0.105
 36.055	 -0.045	  0.285
 36.062	  0.285	  0.185
 36.070	  0.905	 -0.635
 36.078	  1.425	 -0.935
 36.086	  0.815	 -0.805
 36.094	 -0.095	 -0.325
 36.102	 -0.105	 -0.075
 36.109	 -0.105	  0.005
 36.117	 -0.095	  0.045
 36.125	 -0.125	  0.065
 36.133	 -0.145	  0.075
 36.141	 -0.135	  0.075
 36.148	 -0.125	  0.075
 36.156	 -0.115	  0.085
 36.164	 -0.125	  0.075
 36.172	 -0.105	  0.075
 36.180	 -0.105	  0.075
 36.188	 -0.095	  0.075
 36.195	 -0.095	  0.075
 36.203	 -0.075	  0.065
 36.211	 -0.045	  0.055
 36.219	 -0.035	  0.065
 36.227	 -0.015	  0.065
 36.234	  0.005	  0.055
 36.242	  0.035	  0.045
 36.250	  0.055	  0.045
 36.258	  0.085	  0.035
 36.266	  0.135	  0.015
 36.273	  0.185	  0.005
 36.281	  0.225	 -0.005
 36.289	  0.265	 -0.015
 36.297	  0.295	 -0.035
 36.305	  0.305	 -0.035
 36.312	  0.325	 -0.045
 36.320	  0.305	 -0.045
 36.328	  0.255	 -0.025
 36.336	  0.175	 -0.005
 36.344	  0.105	  0.005
 36.352	  0.035	  0.015
 36.359	 -0.035	  0.015
 36.367	 -0.085	  0.025
 36.375	 -0.115	  0.025
 36.383	 -0.145	  0.035
 36.391	 -0.145	  0.015
 36.398	 -0.155	  0.015
 36.406	 -0.145	  0.015
 36.414	 -0.145	  0.025
 36.422	 -0.165	  0.015
 36.430	 -0.145	  0.015
 36.438	 -0.145	  0.015
 36.445	 -0.145	  0.005
 36.453	 -0.135	  0.015
 36.461	 -0.135	  0.015
 36.469	 -0.135	  0.015
 36.477	 -0.115	  0.015
 36.484	 -0.125	  0.015
 36.492	 -0.125	  0.015
 36.500	 -0.125	  0.015
 36.508	 -0.145	  0.005
 36.516	 -0.125	 -0.005
 36.523	 -0.135	 -0.005
 36.531	 -0.145	 -0.005
 36.539	 -0.125	 -0.005
 36.547	 -0.145	 -0.005
 36.555	 -0.135	 -0.015
 36.562	 -0.135	 -0.015
 36.570	 -0.155	 -0.015
 36.578	 -0.135	 -0.025
 36.586	 -0.155	 -0.025
 36.594	 -0.125	 -0.025
 36.602	 -0.135	 -0.015
 36.609	 -0.125	 -0.025
 36.617	 -0.125	 -0.015
 36.625	 -0.095	  0.015
 36.633	 -0.085	  0.025
 36.641	 -0.055	  0.005
 36.648	 -0.005	  0.005
 36.656	  0.015	 -0.005
 36.664	 -0.015	 -0.015
 36.672	 -0.045	 -0.045
 36.680	 -0.055	 -0.045
 36.688	 -0.085	 -0.055
 36.695	 -0.125	 -0.055
