time	ignal 0	ignal 1
 27.704	  0.005	 -0.130
 27.708	 -0.005	 -0.120
 27.712	  0.005	 -0.120
 27.716	 -0.010	 -0.130
 27.720	 -0.010	 -0.115
 27.724	 -0.005	 -0.100
 27.728	  0.000	 -0.085
 27.732	 -0.020	 -0.060
 27.736	  0.015	 -0.020
 27.740	  0.000	  0.005
 27.744	  0.000	  0.030
 27.748	 -0.005	  0.030
 27.752	  0.015	  0.040
 27.756	  0.075	  0.040
 27.760	  0.050	  0.035
 27.764	  0.045	  0.035
 27.768	  0.070	  0.010
 27.772	  0.090	  0.015
 27.776	  0.100	  0.020
 27.780	  0.085	  0.030
 27.784	  0.075	  0.045
 27.788	  0.050	  0.070
 27.792	  0.040	  0.035
 27.796	  0.015	  0.000
 27.800	  0.010	 -0.040
 27.804	  0.000	 -0.080
 27.808	 -0.025	 -0.085
 27.812	 -0.050	 -0.070
 27.816	 -0.065	 -0.050
 27.820	 -0.065	 -0.050
 27.824	 -0.080	 -0.065
 27.828	 -0.080	 -0.065
 27.832	 -0.105	 -0.065
 27.836	 -0.070	 -0.070
 27.840	 -0.080	 -0.090
 27.844	 -0.060	 -0.100
 27.848	 -0.020	 -0.110
 27.852	 -0.060	 -0.145
 27.856	 -0.055	 -0.150
 27.860	 -0.025	 -0.160
 27.864	 -0.020	 -0.140
 27.868	  0.000	 -0.135
 27.872	  0.025	 -0.140
 27.876	  0.020	 -0.145
 27.880	  0.020	 -0.140
 27.884	  0.030	 -0.135
 27.888	  0.015	 -0.110
 27.892	  0.020	 -0.135
 27.896	  0.010	 -0.125
 27.900	  0.015	 -0.125
 27.904	  0.000	 -0.135
 27.908	  0.000	 -0.105
 27.912	  0.000	 -0.110
 27.916	  0.000	 -0.105
 27.920	 -0.010	 -0.100
 27.924	 -0.020	 -0.070
 27.928	  0.000	 -0.035
 27.932	  0.000	 -0.010
 27.936	  0.000	  0.010
 27.940	 -0.005	  0.055
 27.944	 -0.010	  0.230
 27.948	  0.000	  0.485
 27.952	  0.035	  0.695
 27.956	  0.040	  0.850
 27.960	  0.025	  0.900
 27.964	 -0.035	  0.915
 27.968	 -0.075	  0.845
 27.972	 -0.140	  0.685
 27.976	 -0.250	  0.395
 27.980	 -0.440	  0.150
 27.984	 -0.735	  0.115
 27.988	 -1.080	  0.280
 27.992	 -1.330	  0.325
 27.996	 -1.445	  0.110
 28.000	 -1.475	 -0.175
 28.004	 -1.330	 -0.395
 28.008	 -0.940	 -0.510
 28.012	 -0.495	 -0.545
 28.016	 -0.215	 -0.470
 28.020	 -0.125	 -0.375
 28.024	 -0.150	 -0.280
 28.028	 -0.175	 -0.250
 28.032	 -0.185	 -0.265
 28.036	 -0.160	 -0.285
 28.040	 -0.130	 -0.265
 28.044	 -0.065	 -0.275
 28.048	 -0.010	 -0.260
 28.052	  0.030	 -0.255
 28.056	  0.040	 -0.265
 28.060	  0.050	 -0.270
 28.064	  0.030	 -0.265
 28.068	  0.060	 -0.250
 28.072	  0.045	 -0.275
 28.076	  0.070	 -0.280
 28.080	  0.060	 -0.260
 28.084	  0.070	 -0.255
 28.088	  0.065	 -0.265
 28.092	  0.075	 -0.260
 28.096	  0.085	 -0.260
 28.100	  0.075	 -0.240
 28.104	  0.085	 -0.265
 28.108	  0.075	 -0.275
 28.112	  0.080	 -0.265
 28.116	  0.075	 -0.265
 28.120	  0.045	 -0.285
 28.124	  0.070	 -0.290
 28.128	  0.065	 -0.300
 28.132	  0.060	 -0.280
 28.136	  0.080	 -0.265
 28.140	  0.080	 -0.275
 28.144	  0.065	 -0.305
 28.148	  0.040	 -0.320
 28.152	  0.050	 -0.320
 28.156	  0.065	 -0.320
 28.160	  0.070	 -0.315
 28.164	  0.065	 -0.305
 28.168	  0.055	 -0.320
 28.172	  0.055	 -0.350
 28.176	  0.050	 -0.320
 28.180	  0.060	 -0.340
 28.184	  0.050	 -0.320
 28.188	  0.035	 -0.325
 28.192	  0.040	 -0.335
 28.196	  0.025	 -0.320
 28.200	  0.030	 -0.305
 28.204	  0.030	 -0.310
 28.208	  0.035	 -0.310
 28.212	  0.030	 -0.320
 28.216	  0.035	 -0.300
 28.220	  0.040	 -0.290
 28.224	 -0.005	 -0.270
 28.228	  0.000	 -0.260
 28.232	  0.000	 -0.245
 28.236	  0.000	 -0.220
 28.240	 -0.010	 -0.210
 28.244	  0.000	 -0.190
 28.248	  0.000	 -0.160
 28.252	 -0.020	 -0.160
 28.256	 -0.040	 -0.155
 28.260	 -0.035	 -0.160
 28.264	 -0.060	 -0.145
 28.268	 -0.055	 -0.135
 28.272	 -0.070	 -0.130
 28.276	 -0.085	 -0.110
 28.280	 -0.060	 -0.120
 28.284	 -0.070	 -0.120
 28.288	 -0.090	 -0.125
 28.292	 -0.080	 -0.115
 28.296	 -0.060	 -0.120
 28.300	 -0.060	 -0.120
 28.304	 -0.090	 -0.105
 28.308	 -0.090	 -0.125
 28.312	 -0.080	 -0.135
 28.316	 -0.075	 -0.140
 28.320	 -0.080	 -0.145
 28.324	 -0.075	 -0.150
 28.328	 -0.075	 -0.160
 28.332	 -0.075	 -0.155
 28.336	 -0.065	 -0.150
 28.340	 -0.060	 -0.140
 28.344	 -0.065	 -0.160
 28.348	 -0.100	 -0.155
 28.352	 -0.070	 -0.160
 28.356	 -0.075	 -0.160
 28.360	 -0.085	 -0.140
 28.364	 -0.055	 -0.185
 28.368	 -0.080	 -0.160
 28.372	 -0.055	 -0.135
 28.376	 -0.060	 -0.145
 28.380	 -0.055	 -0.145
 28.384	 -0.045	 -0.150
 28.388	 -0.070	 -0.145
 28.392	 -0.070	 -0.150
 28.396	 -0.055	 -0.160
 28.400	 -0.050	 -0.155
 28.404	 -0.065	 -0.155
 28.408	 -0.065	 -0.160
 28.412	 -0.060	 -0.150
 28.416	 -0.060	 -0.160
 28.420	 -0.075	 -0.165
 28.424	 -0.070	 -0.155
 28.428	 -0.070	 -0.160
 28.432	 -0.085	 -0.160
 28.436	 -0.080	 -0.190
 28.440	 -0.065	 -0.160
 28.444	 -0.075	 -0.155
 28.448	 -0.085	 -0.160
 28.452	 -0.110	 -0.170
 28.456	 -0.100	 -0.150
 28.460	 -0.115	 -0.160
 28.464	 -0.110	 -0.175
 28.468	 -0.100	 -0.155
 28.472	 -0.100	 -0.160
 28.476	 -0.090	 -0.160
 28.480	 -0.100	 -0.155
 28.484	 -0.115	 -0.165
 28.488	 -0.095	 -0.175
 28.492	 -0.095	 -0.160
 28.496	 -0.095	 -0.175
 28.500	 -0.100	 -0.195
 28.504	 -0.095	 -0.175
 28.508	 -0.105	 -0.170
 28.512	 -0.105	 -0.180
 28.516	 -0.110	 -0.165
 28.520	 -0.090	 -0.175
 28.524	 -0.095	 -0.185
 28.528	 -0.100	 -0.175
 28.532	 -0.105	 -0.185
 28.536	 -0.110	 -0.175
 28.540	 -0.110	 -0.155
 28.544	 -0.110	 -0.180
 28.548	 -0.115	 -0.180
 28.552	 -0.115	 -0.180
 28.556	 -0.110	 -0.180
 28.560	 -0.110	 -0.185
 28.564	 -0.120	 -0.185
 28.568	 -0.125	 -0.175
 28.572	 -0.125	 -0.200
 28.576	 -0.130	 -0.195
 28.580	 -0.120	 -0.190
 28.584	 -0.120	 -0.180
 28.588	 -0.110	 -0.175
 28.592	 -0.110	 -0.170
 28.596	 -0.120	 -0.200
 28.600	 -0.130	 -0.190
 28.604	 -0.130	 -0.170
 28.608	 -0.125	 -0.135
 28.612	 -0.120	 -0.130
 28.616	 -0.125	 -0.080
 28.620	 -0.140	 -0.060
 28.624	 -0.110	 -0.030
 28.628	 -0.125	 -0.035
 28.632	 -0.120	 -0.010
 28.636	 -0.075	 -0.020
 28.640	 -0.065	  0.000
 28.644	 -0.025	 -0.025
 28.648	 -0.030	 -0.015
 28.652	 -0.015	 -0.025
 28.656	 -0.030	 -0.020
 28.660	 -0.030	  0.000
 28.664	 -0.025	 -0.020
 28.668	 -0.045	 -0.015
 28.672	 -0.065	 -0.025
 28.676	 -0.085	 -0.065
 28.680	 -0.095	 -0.120
 28.684	 -0.105	 -0.140
 28.688	 -0.130	 -0.135
 28.692	 -0.150	 -0.135
 28.696	 -0.155	 -0.125
 28.700	 -0.180	 -0.105
 28.704	 -0.175	 -0.140
 28.708	 -0.195	 -0.145
 28.712	 -0.200	 -0.125
 28.716	 -0.165	 -0.145
 28.720	 -0.165	 -0.150
 28.724	 -0.175	 -0.155
 28.728	 -0.175	 -0.200
 28.732	 -0.170	 -0.200
 28.736	 -0.160	 -0.215
 28.740	 -0.140	 -0.215
 28.744	 -0.115	 -0.220
 28.748	 -0.120	 -0.195
 28.752	 -0.100	 -0.205
 28.756	 -0.125	 -0.200
 28.760	 -0.140	 -0.200
 28.764	 -0.125	 -0.185
 28.768	 -0.120	 -0.195
 28.772	 -0.130	 -0.200
 28.776	 -0.120	 -0.175
 28.780	 -0.135	 -0.220
 28.784	 -0.125	 -0.200
 28.788	 -0.150	 -0.190
 28.792	 -0.130	 -0.185
 28.796	 -0.110	 -0.190
 28.800	 -0.105	 -0.150
 28.804	 -0.105	 -0.135
 28.808	 -0.125	 -0.105
 28.812	 -0.125	 -0.105
 28.816	 -0.145	 -0.045
 28.820	 -0.125	  0.140
 28.824	 -0.085	  0.385
 28.828	 -0.065	  0.615
 28.832	 -0.065	  0.825
 28.836	 -0.050	  0.960
 28.840	 -0.115	  1.045
 28.844	 -0.150	  1.015
 28.848	 -0.175	  0.875
 28.852	 -0.270	  0.575
 28.856	 -0.400	  0.270
 28.860	 -0.670	  0.155
 28.864	 -0.975	  0.235
 28.868	 -1.230	  0.225
 28.872	 -1.360	  0.020
 28.876	 -1.385	 -0.260
 28.880	 -1.245	 -0.475
 28.884	 -0.930	 -0.585
 28.888	 -0.540	 -0.605
 28.892	 -0.285	 -0.545
 28.896	 -0.215	 -0.425
 28.900	 -0.220	 -0.360
 28.904	 -0.240	 -0.330
 28.908	 -0.235	 -0.320
 28.912	 -0.220	 -0.315
 28.916	 -0.175	 -0.345
 28.920	 -0.160	 -0.330
 28.924	 -0.075	 -0.335
 28.928	 -0.030	 -0.350
 28.932	 -0.045	 -0.335
 28.936	 -0.040	 -0.325
 28.940	 -0.030	 -0.360
 28.944	 -0.025	 -0.350
 28.948	 -0.005	 -0.340
 28.952	  0.000	 -0.340
 28.956	  0.000	 -0.345
 28.960	 -0.005	 -0.335
 28.964	 -0.005	 -0.315
 28.968	 -0.020	 -0.330
 28.972	 -0.010	 -0.320
 28.976	 -0.005	 -0.335
 28.980	 -0.010	 -0.350
 28.984	  0.005	 -0.335
 28.988	  0.000	 -0.330
 28.992	 -0.010	 -0.330
 28.996	  0.000	 -0.325
 29.000	 -0.020	 -0.335
 29.004	 -0.020	 -0.335
 29.008	 -0.015	 -0.360
 29.012	 -0.005	 -0.350
 29.016	  0.000	 -0.355
 29.020	 -0.010	 -0.365
 29.024	 -0.005	 -0.345
 29.028	 -0.010	 -0.360
 29.032	 -0.015	 -0.355
 29.036	 -0.020	 -0.370
 29.040	 -0.020	 -0.380
 29.044	 -0.015	 -0.375
 29.048	 -0.020	 -0.380
 29.052	 -0.005	 -0.370
 29.056	 -0.025	 -0.380
 29.060	 -0.005	 -0.415
 29.064	  0.000	 -0.380
 29.068	 -0.020	 -0.380
 29.072	 -0.015	 -0.375
 29.076	 -0.045	 -0.395
 29.080	 -0.010	 -0.370
 29.084	 -0.020	 -0.365
 29.088	 -0.020	 -0.360
 29.092	 -0.020	 -0.360
 29.096	 -0.025	 -0.345
 29.100	 -0.035	 -0.335
 29.104	 -0.035	 -0.335
 29.108	 -0.040	 -0.320
 29.112	 -0.050	 -0.300
 29.116	 -0.050	 -0.280
 29.120	 -0.055	 -0.260
 29.124	 -0.045	 -0.240
 29.128	 -0.070	 -0.210
 29.132	 -0.080	 -0.200
 29.136	 -0.090	 -0.190
 29.140	 -0.080	 -0.160
 29.144	 -0.105	 -0.175
 29.148	 -0.110	 -0.175
 29.152	 -0.085	 -0.150
 29.156	 -0.105	 -0.155
 29.160	 -0.095	 -0.150
 29.164	 -0.105	 -0.130
 29.168	 -0.100	 -0.155
 29.172	 -0.100	 -0.145
 29.176	 -0.100	 -0.120
 29.180	 -0.110	 -0.130
 29.184	 -0.110	 -0.135
 29.188	 -0.100	 -0.125
 29.192	 -0.100	 -0.140
 29.196	 -0.100	 -0.140
 29.200	 -0.105	 -0.145
 29.204	 -0.090	 -0.130
 29.208	 -0.080	 -0.145
 29.212	 -0.060	 -0.150
 29.216	 -0.085	 -0.145
 29.220	 -0.090	 -0.140
 29.224	 -0.075	 -0.165
 29.228	 -0.075	 -0.160
 29.232	 -0.055	 -0.140
 29.236	 -0.065	 -0.160
 29.240	 -0.050	 -0.150
 29.244	 -0.050	 -0.140
 29.248	 -0.050	 -0.155
 29.252	 -0.060	 -0.155
 29.256	 -0.070	 -0.160
 29.260	 -0.080	 -0.145
 29.264	 -0.070	 -0.150
 29.268	 -0.060	 -0.155
 29.272	 -0.060	 -0.175
 29.276	 -0.080	 -0.180
 29.280	 -0.070	 -0.180
 29.284	 -0.080	 -0.175
 29.288	 -0.060	 -0.180
 29.292	 -0.080	 -0.170
 29.296	 -0.075	 -0.170
 29.300	 -0.060	 -0.155
 29.304	 -0.070	 -0.170
 29.308	 -0.085	 -0.180
 29.312	 -0.055	 -0.175
 29.316	 -0.090	 -0.165
 29.320	 -0.080	 -0.170
 29.324	 -0.080	 -0.175
 29.328	 -0.095	 -0.180
 29.332	 -0.070	 -0.185
 29.336	 -0.080	 -0.170
 29.340	 -0.095	 -0.190
 29.344	 -0.065	 -0.175
 29.348	 -0.095	 -0.175
 29.352	 -0.095	 -0.175
 29.356	 -0.095	 -0.165
 29.360	 -0.095	 -0.195
 29.364	 -0.075	 -0.200
 29.368	 -0.075	 -0.195
 29.372	 -0.080	 -0.185
 29.376	 -0.100	 -0.195
 29.380	 -0.100	 -0.200
 29.384	 -0.090	 -0.190
 29.388	 -0.090	 -0.180
 29.392	 -0.115	 -0.190
 29.396	 -0.110	 -0.190
 29.400	 -0.090	 -0.180
 29.404	 -0.105	 -0.195
 29.408	 -0.110	 -0.185
 29.412	 -0.110	 -0.190
 29.416	 -0.095	 -0.190
 29.420	 -0.100	 -0.185
 29.424	 -0.105	 -0.195
 29.428	 -0.110	 -0.185
 29.432	 -0.090	 -0.195
 29.436	 -0.110	 -0.190
 29.440	 -0.115	 -0.190
 29.444	 -0.120	 -0.180
 29.448	 -0.115	 -0.180
 29.452	 -0.110	 -0.170
 29.456	 -0.095	 -0.190
 29.460	 -0.085	 -0.195
 29.464	 -0.085	 -0.190
 29.468	 -0.100	 -0.190
 29.472	 -0.090	 -0.200
 29.476	 -0.100	 -0.180
 29.480	 -0.085	 -0.195
 29.484	 -0.080	 -0.190
 29.488	 -0.100	 -0.180
 29.492	 -0.085	 -0.175
 29.496	 -0.105	 -0.175
 29.500	 -0.110	 -0.185
 29.504	 -0.075	 -0.190
 29.508	 -0.100	 -0.180
 29.512	 -0.105	 -0.200
 29.516	 -0.090	 -0.150
 29.520	 -0.095	 -0.130
 29.524	 -0.100	 -0.105
 29.528	 -0.100	 -0.065
 29.532	 -0.085	 -0.040
 29.536	 -0.100	 -0.030
 29.540	 -0.070	 -0.020
 29.544	 -0.060	 -0.020
 29.548	 -0.040	 -0.015
 29.552	 -0.015	 -0.010
 29.556	  0.000	 -0.005
 29.560	  0.035	 -0.020
 29.564	  0.015	 -0.020
 29.568	  0.005	 -0.020
 29.572	  0.005	 -0.010
 29.576	  0.010	  0.000
 29.580	 -0.020	 -0.025
 29.584	 -0.040	 -0.070
 29.588	 -0.060	 -0.115
 29.592	 -0.100	 -0.140
 29.596	 -0.115	 -0.160
 29.600	 -0.140	 -0.140
 29.604	 -0.125	 -0.130
 29.608	 -0.150	 -0.115
 29.612	 -0.140	 -0.115
 29.616	 -0.160	 -0.105
 29.620	 -0.155	 -0.125
 29.624	 -0.155	 -0.135
 29.628	 -0.120	 -0.135
 29.632	 -0.140	 -0.145
 29.636	 -0.115	 -0.185
 29.640	 -0.135	 -0.200
 29.644	 -0.125	 -0.220
 29.648	 -0.110	 -0.220
 29.652	 -0.085	 -0.220
 29.656	 -0.080	 -0.210
 29.660	 -0.060	 -0.205
 29.664	 -0.050	 -0.190
 29.668	 -0.060	 -0.195
 29.672	 -0.040	 -0.185
 29.676	 -0.055	 -0.190
 29.680	 -0.065	 -0.205
 29.684	 -0.065	 -0.195
 29.688	 -0.070	 -0.190
 29.692	 -0.060	 -0.205
 29.696	 -0.085	 -0.195
 29.700	 -0.065	 -0.185
 29.704	 -0.080	 -0.200
 29.708	 -0.085	 -0.155
 29.712	 -0.070	 -0.140
 29.716	 -0.070	 -0.100
 29.720	 -0.090	 -0.070
 29.724	 -0.075	 -0.050
 29.728	 -0.075	  0.005
 29.732	 -0.060	  0.190
 29.736	 -0.060	  0.460
 29.740	 -0.035	  0.725
 29.744	 -0.015	  0.905
 29.748	 -0.020	  1.010
 29.752	 -0.050	  1.050
 29.756	 -0.105	  0.995
 29.760	 -0.125	  0.780
 29.764	 -0.230	  0.440
 29.768	 -0.430	  0.120
 29.772	 -0.735	  0.065
 29.776	 -1.080	  0.240
 29.780	 -1.370	  0.310
 29.784	 -1.525	  0.120
 29.788	 -1.555	 -0.170
 29.792	 -1.430	 -0.400
 29.796	 -1.090	 -0.550
 29.800	 -0.595	 -0.605
 29.804	 -0.270	 -0.560
 29.808	 -0.140	 -0.445
 29.812	 -0.160	 -0.335
 29.816	 -0.160	 -0.305
 29.820	 -0.180	 -0.290
 29.824	 -0.175	 -0.310
 29.828	 -0.140	 -0.300
 29.832	 -0.100	 -0.290
 29.836	 -0.025	 -0.290
 29.840	  0.020	 -0.300
 29.844	  0.025	 -0.300
 29.848	  0.060	 -0.290
 29.852	  0.060	 -0.280
 29.856	  0.045	 -0.290
 29.860	  0.070	 -0.280
 29.864	  0.065	 -0.260
 29.868	  0.085	 -0.285
 29.872	  0.070	 -0.305
 29.876	  0.120	 -0.305
 29.880	  0.100	 -0.280
 29.884	  0.075	 -0.270
 29.888	  0.110	 -0.270
 29.892	  0.090	 -0.265
 29.896	  0.095	 -0.280
 29.900	  0.085	 -0.270
 29.904	  0.115	 -0.260
 29.908	  0.130	 -0.280
 29.912	  0.105	 -0.275
 29.916	  0.120	 -0.265
 29.920	  0.105	 -0.270
 29.924	  0.120	 -0.270
 29.928	  0.095	 -0.290
 29.932	  0.110	 -0.265
 29.936	  0.095	 -0.280
 29.940	  0.100	 -0.300
 29.944	  0.095	 -0.300
 29.948	  0.100	 -0.285
 29.952	  0.085	 -0.295
 29.956	  0.110	 -0.300
 29.960	  0.090	 -0.300
 29.964	  0.110	 -0.305
 29.968	  0.090	 -0.290
 29.972	  0.100	 -0.310
 29.976	  0.110	 -0.300
 29.980	  0.100	 -0.305
 29.984	  0.095	 -0.320
 29.988	  0.070	 -0.290
 29.992	  0.075	 -0.300
 29.996	  0.090	 -0.285
 30.000	  0.075	 -0.290
 30.004	  0.075	 -0.280
 30.008	  0.065	 -0.265
 30.012	  0.045	 -0.260
 30.016	  0.060	 -0.230
 30.020	  0.035	 -0.225
 30.024	  0.060	 -0.215
 30.028	  0.045	 -0.170
 30.032	  0.030	 -0.190
 30.036	  0.020	 -0.150
 30.040	  0.025	 -0.120
 30.044	 -0.005	 -0.105
 30.048	  0.005	 -0.110
 30.052	  0.000	 -0.120
 30.056	 -0.010	 -0.105
 30.060	 -0.015	 -0.075
 30.064	 -0.035	 -0.100
 30.068	 -0.020	 -0.075
 30.072	 -0.020	 -0.070
 30.076	 -0.050	 -0.095
 30.080	 -0.020	 -0.085
 30.084	 -0.030	 -0.090
 30.088	 -0.030	 -0.090
 30.092	 -0.040	 -0.085
 30.096	 -0.030	 -0.085
 30.100	 -0.040	 -0.080
 30.104	 -0.010	 -0.090
 30.108	 -0.020	 -0.095
 30.112	 -0.025	 -0.090
 30.116	 -0.025	 -0.095
 30.120	 -0.025	 -0.110
 30.124	 -0.005	 -0.110
 30.128	 -0.015	 -0.115
 30.132	 -0.005	 -0.115
 30.136	 -0.005	 -0.110
 30.140	  0.000	 -0.130
 30.144	 -0.015	 -0.135
 30.148	  0.000	 -0.140
 30.152	 -0.010	 -0.130
 30.156	  0.010	 -0.125
 30.160	  0.000	 -0.130
 30.164	 -0.005	 -0.150
 30.168	  0.000	 -0.140
 30.172	  0.000	 -0.135
 30.176	  0.015	 -0.140
 30.180	  0.020	 -0.150
 30.184	  0.010	 -0.155
 30.188	  0.015	 -0.125
 30.192	  0.010	 -0.140
 30.196	  0.000	 -0.135
 30.200	  0.000	 -0.120
 30.204	 -0.005	 -0.160
 30.208	  0.000	 -0.120
 30.212	 -0.010	 -0.150
 30.216	  0.000	 -0.135
 30.220	 -0.005	 -0.155
 30.224	 -0.010	 -0.140
 30.228	  0.005	 -0.140
 30.232	  0.010	 -0.135
 30.236	  0.020	 -0.145
 30.240	  0.015	 -0.140
 30.244	  0.020	 -0.140
 30.248	  0.010	 -0.155
 30.252	 -0.005	 -0.160
 30.256	  0.005	 -0.140
 30.260	  0.005	 -0.160
 30.264	  0.000	 -0.160
 30.268	 -0.035	 -0.160
 30.272	 -0.020	 -0.155
 30.276	  0.000	 -0.145
 30.280	 -0.010	 -0.170
 30.284	 -0.025	 -0.155
 30.288	 -0.030	 -0.140
 30.292	 -0.025	 -0.150
 30.296	 -0.025	 -0.170
 30.300	 -0.010	 -0.160
 30.304	 -0.005	 -0.165
 30.308	 -0.020	 -0.160
 30.312	 -0.030	 -0.150
 30.316	 -0.015	 -0.160
 30.320	 -0.040	 -0.165
 30.324	 -0.020	 -0.165
 30.328	 -0.020	 -0.160
 30.332	 -0.030	 -0.170
 30.336	 -0.025	 -0.150
 30.340	 -0.035	 -0.165
 30.344	 -0.030	 -0.165
 30.348	 -0.020	 -0.155
 30.352	 -0.050	 -0.170
 30.356	 -0.035	 -0.170
 30.360	 -0.040	 -0.170
 30.364	 -0.050	 -0.170
 30.368	 -0.030	 -0.170
 30.372	 -0.035	 -0.155
 30.376	 -0.040	 -0.160
 30.380	 -0.020	 -0.165
 30.384	 -0.035	 -0.170
 30.388	 -0.040	 -0.170
 30.392	 -0.030	 -0.175
 30.396	 -0.030	 -0.170
 30.400	 -0.025	 -0.160
 30.404	 -0.045	 -0.155
 30.408	 -0.035	 -0.115
 30.412	 -0.030	 -0.075
 30.416	 -0.030	 -0.030
 30.420	 -0.030	 -0.020
 30.424	 -0.040	 -0.005
 30.428	 -0.030	  0.005
 30.432	 -0.015	  0.000
 30.436	  0.020	  0.005
 30.440	  0.040	  0.000
 30.444	  0.045	 -0.020
 30.448	  0.060	 -0.020
 30.452	  0.080	 -0.020
 30.456	  0.065	 -0.015
 30.460	  0.025	 -0.005
 30.464	  0.030	 -0.010
 30.468	  0.010	 -0.030
 30.472	 -0.005	 -0.070
 30.476	 -0.030	 -0.130
 30.480	 -0.030	 -0.120
 30.484	 -0.060	 -0.130
 30.488	 -0.080	 -0.130
 30.492	 -0.090	 -0.110
 30.496	 -0.100	 -0.110
 30.500	 -0.125	 -0.120
 30.504	 -0.110	 -0.125
 30.508	 -0.110	 -0.140
 30.512	 -0.115	 -0.140
 30.516	 -0.080	 -0.135
 30.520	 -0.075	 -0.165
 30.524	 -0.090	 -0.190
 30.528	 -0.090	 -0.200
 30.532	 -0.095	 -0.220
 30.536	 -0.045	 -0.185
 30.540	 -0.025	 -0.190
 30.544	 -0.010	 -0.195
 30.548	 -0.010	 -0.170
 30.552	 -0.030	 -0.195
 30.556	 -0.025	 -0.210
 30.560	 -0.035	 -0.185
 30.564	 -0.050	 -0.195
 30.568	 -0.020	 -0.220
 30.572	 -0.020	 -0.215
 30.576	 -0.035	 -0.210
 30.580	 -0.050	 -0.200
 30.584	 -0.035	 -0.190
 30.588	 -0.035	 -0.180
 30.592	 -0.030	 -0.170
 30.596	 -0.035	 -0.145
 30.600	 -0.040	 -0.115
 30.604	 -0.035	 -0.100
 30.608	 -0.035	 -0.090
 30.612	 -0.040	  0.000
 30.616	 -0.055	  0.195
 30.620	 -0.020	  0.470
 30.624	  0.000	  0.690
 30.628	  0.005	  0.835
 30.632	 -0.005	  0.885
 30.636	 -0.025	  0.870
 30.640	 -0.090	  0.750
 30.644	 -0.130	  0.480
 30.648	 -0.285	  0.135
 30.652	 -0.530	 -0.025
 30.656	 -0.870	  0.085
 30.660	 -1.200	  0.280
 30.664	 -1.485	  0.210
 30.668	 -1.565	 -0.085
 30.672	 -1.500	 -0.360
 30.676	 -1.200	 -0.555
 30.680	 -0.755	 -0.610
 30.684	 -0.340	 -0.585
 30.688	 -0.150	 -0.460
 30.692	 -0.110	 -0.365
 30.696	 -0.135	 -0.325
 30.700	 -0.150	 -0.325
 30.704	 -0.145	 -0.320
 30.708	 -0.120	 -0.335
 30.712	 -0.060	 -0.330
 30.716	  0.000	 -0.320
 30.720	  0.035	 -0.325
 30.724	  0.050	 -0.320
 30.728	  0.065	 -0.310
 30.732	  0.085	 -0.310
 30.736	  0.075	 -0.320
 30.740	  0.085	 -0.325
 30.744	  0.085	 -0.310
 30.748	  0.085	 -0.320
 30.752	  0.075	 -0.300
 30.756	  0.105	 -0.320
 30.760	  0.085	 -0.290
 30.764	  0.075	 -0.295
 30.768	  0.085	 -0.300
 30.772	  0.105	 -0.290
 30.776	  0.110	 -0.305
 30.780	  0.130	 -0.320
 30.784	  0.105	 -0.305
 30.788	  0.125	 -0.305
 30.792	  0.115	 -0.310
 30.796	  0.115	 -0.305
 30.800	  0.115	 -0.305
 30.804	  0.100	 -0.335
 30.808	  0.100	 -0.305
 30.812	  0.115	 -0.300
 30.816	  0.125	 -0.310
 30.820	  0.100	 -0.325
 30.824	  0.105	 -0.320
 30.828	  0.110	 -0.335
 30.832	  0.115	 -0.320
 30.836	  0.110	 -0.325
 30.840	  0.115	 -0.320
 30.844	  0.105	 -0.320
 30.848	  0.075	 -0.320
 30.852	  0.080	 -0.345
 30.856	  0.095	 -0.330
 30.860	  0.105	 -0.320
 30.864	  0.115	 -0.325
 30.868	  0.070	 -0.320
 30.872	  0.105	 -0.335
 30.876	  0.115	 -0.315
 30.880	  0.075	 -0.300
 30.884	  0.090	 -0.300
 30.888	  0.090	 -0.290
 30.892	  0.090	 -0.250
 30.896	  0.100	 -0.255
 30.900	  0.095	 -0.250
 30.904	  0.070	 -0.240
 30.908	  0.060	 -0.205
 30.912	  0.055	 -0.200
 30.916	  0.040	 -0.170
 30.920	  0.035	 -0.160
 30.924	  0.050	 -0.160
 30.928	  0.020	 -0.140
 30.932	  0.015	 -0.130
 30.936	  0.020	 -0.125
 30.940	  0.015	 -0.120
 30.944	  0.020	 -0.125
 30.948	  0.000	 -0.120
 30.952	  0.000	 -0.125
 30.956	  0.000	 -0.120
 30.960	  0.000	 -0.125
 30.964	  0.005	 -0.145
 30.968	 -0.005	 -0.120
 30.972	  0.010	 -0.120
 30.976	  0.010	 -0.165
 30.980	  0.015	 -0.145
 30.984	  0.000	 -0.140
 30.988	  0.005	 -0.155
 30.992	  0.015	 -0.150
 30.996	  0.020	 -0.150
 31.000	  0.015	 -0.140
 31.004	  0.000	 -0.160
 31.008	  0.025	 -0.170
 31.012	  0.010	 -0.160
 31.016	  0.030	 -0.180
 31.020	  0.015	 -0.170
 31.024	  0.030	 -0.175
 31.028	  0.030	 -0.155
 31.032	  0.040	 -0.170
 31.036	  0.045	 -0.160
 31.040	  0.015	 -0.175
 31.044	  0.030	 -0.175
 31.048	  0.025	 -0.185
 31.052	  0.015	 -0.170
 31.056	  0.030	 -0.160
 31.060	  0.015	 -0.170
 31.064	  0.020	 -0.180
 31.068	  0.020	 -0.170
 31.072	  0.035	 -0.165
